"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009873","GO:0009873","ethylene-activated signaling pathway","44/3294","125/20876",7.77568347894663e-08,8.72542767530368e-07,6.27901056871329e-07,"ALDH7B4/ABI1/ATEBP/GBF3/ABF3/ATSZF1/AtMYB74/ATERF-1/CML38/ATERF6/ATWRKY40/BLH1/NA/ATERF-2/NA/NA/JAZ7/NA/ESE3/NA/ATLOX4/AtERF98/ANAC092/NA/CYP71B22/NA/ATMYB7/EBF2/NA/ETR2/ORA59/ATERF-5/AtCAF1a/NA/AtMYB32/ATERF11/NA/ABA3/AtCAF1b/ATERF13/AtERF73/AtRPK1/ATERF15/AtVPS15",44
"GO:0010015","GO:0010015","root morphogenesis","115/3294","458/20876",1.3103036984471e-07,1.45145130322836e-06,1.04449643181832e-06,"ATNR2/GASA1/DGR2/GAMMA-TIP2/EXGT-A1/DRT112/NA/UMAMIT5/ARATH;BSAS3;1/RPL16B/SKU5/AtPIP2;1/AIR3/FLA2/CER6/BGAL1/ATPRP3/AXR2/SKP2A/AGP3/AtAUX1/RHS19/RALFL22/NA/NA/EXT10/ATXTH14/ASP3/ATATP-PRT1/sks4/RHS13/CPL3/AIR1/MAP18/NA/NA/NA/PG2/NA/ATXT1/NA/ABCB19/UGT74B1/GDPDL3/AGP22/PUR/NA/IBR1/ATSK21/PLD/EXT13/NA/GAD/MOP10/CBB1/NA/NA/NA/ACT2/FLA6/ADF11/ACL5/ATIRT1/NodGS/NA/NA/ATPRP1/NA/IBR3/NA/ADF8/AGP14/NA/TUB1/RHS12/NA/PIP2;4/NA/LRX1/NA/PFK3/AFB1/ATLOX1/MRH6/AtXTH12/ATEXP18/LNG1/NA/ATCBL10/AtXTH13/ATEXP7/TAR2/HAE/ATHKL1/JKD/ATGSTF14/NA/BAM2/RHS18/ATSPL7/AtGH9C1/NA/BAT1/ZIP3/AMT1;3/AtG3Pp2/GLV7/REB1/LRL3/AKT1/DUO3/IAA14/RALFL27/AtPERK13/LAX3",115
"GO:0009069","GO:0009069","serine family amino acid metabolic process","73/3294","255/20876",1.31194198000272e-07,1.45145130322836e-06,1.04449643181832e-06,"ANN1/CORI3/LHCB4.2/NA/CAB4/CaS/GUN4/NA/GAMMA-TIP2/NA/ACO2/ATCAO/PETE1/ATLOX2/CP24/NA/NA/RPT2/AtFBA1/ASN2/NA/PIF5/PSAH-2/BCAT4/DRT112/AOAT1/PGDH/ARATH;BSAS3;1/IMS3/ACSF/AtCLA1/NA/CAO/PSAN/LHCB5/AtPIP2;1/CYP83A1/AtGLDP2/ATGLX1/AtFBA2/PSBY/ATMSRB5/AtPDCB1/IMS2/ACR3/CER6/AVDE1/SIR/SCPL8/ATLEUD1/ATGRP-3/ATSAHH2/BLH1/ATSOT18/LHCA3/ATATP-PRT1/ATCYSD2/ATHNIR/NA/PSAD-1/CYP79B3/ATHPT/NA/CER2/CBB1/ATSOT17/NA/ATPME3/NA/ATR4/ADOF2/NA/NA",73
"GO:0019344","GO:0019344","cysteine biosynthetic process","62/3294","205/20876",1.35733194728966e-07,1.49116677565878e-06,1.0730765634075e-06,"ANN1/LHCB4.2/NA/CAB4/CaS/GUN4/NA/GAMMA-TIP2/NA/ACO2/ATCAO/PETE1/CP24/NA/NA/RPT2/AtFBA1/ASN2/NA/PIF5/PSAH-2/BCAT4/DRT112/AOAT1/ARATH;BSAS3;1/IMS3/ACSF/AtCLA1/NA/CAO/PSAN/LHCB5/AtPIP2;1/CYP83A1/ATGLX1/AtFBA2/PSBY/ATMSRB5/IMS2/ACR3/SIR/SCPL8/ATLEUD1/ATGRP-3/ATSAHH2/BLH1/ATSOT18/LHCA3/ATATP-PRT1/ATCYSD2/ATHNIR/NA/PSAD-1/CYP79B3/NA/CER2/CBB1/ATSOT17/NA/NA/ADOF2/NA",62
"GO:0009963","GO:0009963","positive regulation of flavonoid biosynthetic process","38/3294","103/20876",1.45504590378586e-07,1.5874146630886e-06,1.14233867007749e-06,"NA/ATCAD5/PGDH/ECT8/NA/NA/JAZ12/NA/EDF4/NA/BLH1/NA/NA/ATCPK32/NA/ATPAL1/CYP71B7/GT72B1/ATSYP122/NA/NA/AT-SYR1/NA/NA/NA/ARR4/AAP2/NA/ABCG29/NET1D/ACA11/NA/NA/ATPSK5/NA/4CL2/NA/NA",38
"GO:0009746","GO:0009746","response to hexose","54/3294","170/20876",1.4715155027582e-07,1.59431093436767e-06,1.14730137928298e-06,"NA/NA/GASA6/DIN10/GAMMA-TIP2/ABF2/ATSEN1/AALP/ATGGH2/ATPIP1/NA/ATOEP16-1/ATGSR2/LKR/PIP1;5/AOAT1/NA/UMAMIT5/ASN1/ASUS1/ARATH;BSAS3;1/AB165/AtDRM1/AtPIP2;1/AtbZIP63/RPOD1/ACR9/AKINBETA1/NA/DJC24/GLYI4/ATTPS9/ATHXK2/ATGPT2/NA/ATCIPK8/PUR/NA/AAP2/ABX45/ACT2/THA1/AtHGO/UXS5/GATA21/BCE2/NA/NA/ABCG35/NA/ATMSL9/AGR/ABR1/NA",54
"GO:0009610","GO:0009610","response to symbiotic fungus","20/3294","38/20876",1.60341648699452e-07,1.72532006922492e-06,1.24157844775206e-06,"NA/ATNR2/GWD/ATDHAR1/AtHAB1/AtBGLU10/NA/NA/AtHAB2/BLH1/NA/ATMDAR3/NA/NA/AtSOT1/LRR1/NA/IBR3/ATLACS7/NA",20
"GO:0006534","GO:0006534","cysteine metabolic process","62/3294","207/20876",1.99236901207099e-07,2.12925967208403e-06,1.53226231218349e-06,"ANN1/LHCB4.2/NA/CAB4/CaS/GUN4/NA/GAMMA-TIP2/NA/ACO2/ATCAO/PETE1/CP24/NA/NA/RPT2/AtFBA1/ASN2/NA/PIF5/PSAH-2/BCAT4/DRT112/AOAT1/ARATH;BSAS3;1/IMS3/ACSF/AtCLA1/NA/CAO/PSAN/LHCB5/AtPIP2;1/CYP83A1/ATGLX1/AtFBA2/PSBY/ATMSRB5/IMS2/ACR3/SIR/SCPL8/ATLEUD1/ATGRP-3/ATSAHH2/BLH1/ATSOT18/LHCA3/ATATP-PRT1/ATCYSD2/ATHNIR/NA/PSAD-1/CYP79B3/NA/CER2/CBB1/ATSOT17/NA/NA/ADOF2/NA",62
"GO:0009625","GO:0009625","response to insect","22/3294","45/20876",2.13063331238726e-07,2.26163846875702e-06,1.62752501956182e-06,"ATVSP2/IMS3/CYP83A1/BUS1/NA/CYP79B3/ATSYP122/CYP71B15/NA/AT-SYR1/AtIQM1/AtMYB51/NA/ATBG1/OBP2/GGT1/ATTPS03/NA/AtMYB28/ATMYB29/NA/NA",22
"GO:0042631","GO:0042631","cellular response to water deprivation","28/3294","66/20876",2.19582663717958e-07,2.29976243133941e-06,1.65495986549535e-06,"ATCOR413-PM1/LHCB2/COR413-TM1/COR15B/RD2/ATCOL5/UBC32/NA/NA/ATMGL/DALL3/NA/ATCYS1/COR314-TM2/NA/NA/NA/CYP76C2/UGT74E2/NA/ANAC013/NA/ATMSRB3/ATATG18H/PDLZ2/DGD2/CRK36/ATOCT6",28
"GO:0071462","GO:0071462","cellular response to water stimulus","28/3294","66/20876",2.19582663717958e-07,2.29976243133941e-06,1.65495986549535e-06,"ATCOR413-PM1/LHCB2/COR413-TM1/COR15B/RD2/ATCOL5/UBC32/NA/NA/ATMGL/DALL3/NA/ATCYS1/COR314-TM2/NA/NA/NA/CYP76C2/UGT74E2/NA/ANAC013/NA/ATMSRB3/ATATG18H/PDLZ2/DGD2/CRK36/ATOCT6",28
"GO:0043069","GO:0043069","negative regulation of programmed cell death","53/3294","168/20876",2.44474288020933e-07,2.54350401642971e-06,1.83036169630172e-06,"ABI1/ATCAL4/AFP1/AZI1/EARLI1/AtHIR2/NA/ACX1/ATMAPK3/(AT)SRC2/ATWRKY33/AtPRX71/NA/AtWAK1/ATBI-1/ATWRKY40/ATCPK32/AtPUB23/ATSYP122/ATRBOHD/AT-SYR1/LURP1/CAD1/AtIQM1/AtNUDT7/AtIPCS2/ACA11/TGA3/JAZ2/AtPNC2/RIN4/NA/AtBG2/ATPLC/NSL1/BIK1/ATSZF2/ATERF11/NA/ATNPR3/AOC3/ABCG40/NA/ABA3/DGD2/ATERF13/PR-5/NA/CRK36/NA/AtRPK1/ATEDS1/ANK",53
"GO:0000160","GO:0000160","phosphorelay signal transduction system","46/3294","138/20876",2.53111917731632e-07,2.61604488655522e-06,1.88256370944441e-06,"ALDH7B4/ABI1/ATEBP/GBF3/ABF3/ATSZF1/AtMYB74/ATERF-1/AHP4/CML38/ATERF6/ATWRKY40/BLH1/NA/ATERF-2/ARR7/NA/NA/JAZ7/NA/ESE3/NA/ATLOX4/AtERF98/ANAC092/NA/CYP71B22/NA/ATMYB7/EBF2/NA/ETR2/ORA59/ATERF-5/AtCAF1a/NA/AtMYB32/ATERF11/NA/ABA3/AtCAF1b/ATERF13/AtERF73/AtRPK1/ATERF15/AtVPS15",46
"GO:0009608","GO:0009608","response to symbiont","20/3294","39/20876",2.80279343671866e-07,2.87790097325818e-06,2.07100113590357e-06,"NA/ATNR2/GWD/ATDHAR1/AtHAB1/AtBGLU10/NA/NA/AtHAB2/BLH1/NA/ATMDAR3/NA/NA/AtSOT1/LRR1/NA/IBR3/ATLACS7/NA",20
"GO:0009636","GO:0009636","response to toxic substance","108/3294","430/20876",3.08349502028588e-07,3.14556537459033e-06,2.26361835392142e-06,"CORI3/ATGPX6/anac032/UBC32/GABA-T/ATACP5/ATBT2/BT1/BCAT4/CSY3/ATGSTF12/ARATH;BSAS3;1/ATBT4/ATFER1/ATHSP70/ATGSTU4/AT-HSFA6B/NA/DREB2/NA/ATGST1/ATMYB75/ATGSTU20/14-3-3KAPPA/AtNSP5/BT5/ATGPX1/UGT87A2/CML24/ATEGY3/NA/CPN10/ATHSP22.0/NA/ATGSTU9/ATMPK7/AT103-1A/ASP3/NA/ATCAD8/NA/ATGSTZ1/ATGST11/GT72B1/UGT74E2/NA/CAT1/NA/AT-HSFA7A/ATGSTU27/FB/ATGSTU24/ATIPS2/NA/ATMFP2/EDL3/Rap2.6L/APX1B/AT-HSP17.6A/GLI1/ATSTP4/HSP18.2/NA/NA/ATWRKY53/AtRLP33/HSA32/LOL1/ATMLO12/ATGSTF11/ATCDT1/AtLFG4/AHL23/AT-HSFC1/NA/NA/NA/NA/AtHrd1B/ATBCAT-1/AtTic20-IV/NA/HSP21/NA/ANAC053/ATGSTF14/ABCC2/AtHsp70-2/ATPURC/HSP17.6II/ATGSTU3/AtPNC1/NA/AtENODL16/NA/PDLZ2/ATWRKY7/ATGSTU25/NA/HMA5/NA/NA/ATGSTF13/NA/NA/NA/GATA17/UGT1",108
"GO:0048767","GO:0048767","root hair elongation","57/3294","188/20876",3.89380204700124e-07,3.94655678441223e-06,2.8400294726515e-06,"ATNR2/GASA1/GAMMA-TIP2/EXGT-A1/DRT112/NA/UMAMIT5/SKU5/AtPIP2;1/FLA2/CER6/BGAL1/ATPRP3/AXR2/AtAUX1/RALFL22/NA/ASP3/ATATP-PRT1/sks4/AIR1/MAP18/NA/NA/PG2/ATXT1/ABCB19/UGT74B1/GDPDL3/PUR/IBR1/ATSK21/PLD/GAD/MOP10/CBB1/NA/ACT2/ACL5/NA/IBR3/AGP14/NA/TUB1/PIP2;4/LRX1/NA/AFB1/MRH6/ATEXP18/LNG1/ATCBL10/ATEXP7/BAM2/ZIP3/AKT1/LAX3",57
"GO:0009692","GO:0009692","ethylene metabolic process","41/3294","119/20876",4.12134955728101e-07,4.02151562390588e-06,2.89397150998353e-06,"ACO2/PIF5/A/N-InvC/ATSZF1/DIC2/ACO4/ATERF-2/ASP3/TET8/AtWRKY15/JAZ7/ACO5/ACO1/ACS10/NA/ACS6/RRTF1/RHA3B/ACS2/ACS11/NA/NA/AtCAF1a/PBP1/NA/NA/atfut4/JAZ5/JAZ8/DIC3/ATL31/RHA1A/ZAT11/NA/NA/AtCAF1b/ALD1/NA/NA/NA/NA",41
"GO:0009693","GO:0009693","ethylene biosynthetic process","41/3294","119/20876",4.12134955728101e-07,4.02151562390588e-06,2.89397150998353e-06,"ACO2/PIF5/A/N-InvC/ATSZF1/DIC2/ACO4/ATERF-2/ASP3/TET8/AtWRKY15/JAZ7/ACO5/ACO1/ACS10/NA/ACS6/RRTF1/RHA3B/ACS2/ACS11/NA/NA/AtCAF1a/PBP1/NA/NA/atfut4/JAZ5/JAZ8/DIC3/ATL31/RHA1A/ZAT11/NA/NA/AtCAF1b/ALD1/NA/NA/NA/NA",41
"GO:0043449","GO:0043449","cellular alkene metabolic process","41/3294","119/20876",4.12134955728101e-07,4.02151562390588e-06,2.89397150998353e-06,"ACO2/PIF5/A/N-InvC/ATSZF1/DIC2/ACO4/ATERF-2/ASP3/TET8/AtWRKY15/JAZ7/ACO5/ACO1/ACS10/NA/ACS6/RRTF1/RHA3B/ACS2/ACS11/NA/NA/AtCAF1a/PBP1/NA/NA/atfut4/JAZ5/JAZ8/DIC3/ATL31/RHA1A/ZAT11/NA/NA/AtCAF1b/ALD1/NA/NA/NA/NA",41
"GO:0043450","GO:0043450","alkene biosynthetic process","41/3294","119/20876",4.12134955728101e-07,4.02151562390588e-06,2.89397150998353e-06,"ACO2/PIF5/A/N-InvC/ATSZF1/DIC2/ACO4/ATERF-2/ASP3/TET8/AtWRKY15/JAZ7/ACO5/ACO1/ACS10/NA/ACS6/RRTF1/RHA3B/ACS2/ACS11/NA/NA/AtCAF1a/PBP1/NA/NA/atfut4/JAZ5/JAZ8/DIC3/ATL31/RHA1A/ZAT11/NA/NA/AtCAF1b/ALD1/NA/NA/NA/NA",41
"GO:1900673","GO:1900673","olefin metabolic process","41/3294","119/20876",4.12134955728101e-07,4.02151562390588e-06,2.89397150998353e-06,"ACO2/PIF5/A/N-InvC/ATSZF1/DIC2/ACO4/ATERF-2/ASP3/TET8/AtWRKY15/JAZ7/ACO5/ACO1/ACS10/NA/ACS6/RRTF1/RHA3B/ACS2/ACS11/NA/NA/AtCAF1a/PBP1/NA/NA/atfut4/JAZ5/JAZ8/DIC3/ATL31/RHA1A/ZAT11/NA/NA/AtCAF1b/ALD1/NA/NA/NA/NA",41
"GO:1900674","GO:1900674","olefin biosynthetic process","41/3294","119/20876",4.12134955728101e-07,4.02151562390588e-06,2.89397150998353e-06,"ACO2/PIF5/A/N-InvC/ATSZF1/DIC2/ACO4/ATERF-2/ASP3/TET8/AtWRKY15/JAZ7/ACO5/ACO1/ACS10/NA/ACS6/RRTF1/RHA3B/ACS2/ACS11/NA/NA/AtCAF1a/PBP1/NA/NA/atfut4/JAZ5/JAZ8/DIC3/ATL31/RHA1A/ZAT11/NA/NA/AtCAF1b/ALD1/NA/NA/NA/NA",41
"GO:0051187","GO:0051187","cofactor catabolic process","45/3294","136/20876",4.31312098365954e-07,4.18266238600564e-06,3.00993628099438e-06,"NA/NA/ALDH7B4/RD21/GAMMA-TIP2/AALP/AIRP2/NA/ACD1/ATGSR2/AtFBA1/DRT112/AOAT1/NA/NYC1/ARATH;BSAS3;1/CAT2/AtOZF1/CRN1/NA/BGAL1/ATCAT3/NA/NA/NA/NA/ATMDAR3/ATNYE1/CAT1/ATRBOHD/AtFAH/RGA/ATIPS2/ATOST1/NA/NA/ETFBETA/GGT1/AtHGO/NA/ATLDA/NA/LPD1/GGT3/AtLHCB7",45
"GO:0080147","GO:0080147","root hair cell development","60/3294","203/20876",5.13412535501021e-07,4.94828891577978e-06,3.56089805055277e-06,"ATNR2/GASA1/GAMMA-TIP2/EXGT-A1/DRT112/NA/UMAMIT5/ARATH;BSAS3;1/SKU5/AtPIP2;1/FLA2/CER6/BGAL1/ATPRP3/AXR2/AtAUX1/RALFL22/NA/ASP3/ATATP-PRT1/sks4/AIR1/MAP18/NA/NA/PG2/ATXT1/ABCB19/UGT74B1/GDPDL3/PUR/IBR1/ATSK21/PLD/GAD/MOP10/CBB1/NA/ACT2/ACL5/NA/IBR3/AGP14/NA/TUB1/PIP2;4/LRX1/NA/AFB1/MRH6/ATEXP18/LNG1/ATCBL10/ATEXP7/ATHKL1/BAM2/ZIP3/LRL3/AKT1/LAX3",60
"GO:0009646","GO:0009646","response to absence of light","19/3294","37/20876",5.41908318597958e-07,5.19108517388653e-06,3.73561960317206e-06,"ATCAL4/NA/CLPD/ATHSPRO2/ASN1/NA/NA/(AT)SRC2/ATSZF1/ACBP3/CML24/ATWRKY40/AR781/GDH1/ATPDX1.1/AtIQM1/ATBCB/NA/BCE2",19
"GO:0060548","GO:0060548","negative regulation of cell death","53/3294","172/20876",5.60897855819285e-07,5.34042746358847e-06,3.84308961499147e-06,"ABI1/ATCAL4/AFP1/AZI1/EARLI1/AtHIR2/NA/ACX1/ATMAPK3/(AT)SRC2/ATWRKY33/AtPRX71/NA/AtWAK1/ATBI-1/ATWRKY40/ATCPK32/AtPUB23/ATSYP122/ATRBOHD/AT-SYR1/LURP1/CAD1/AtIQM1/AtNUDT7/AtIPCS2/ACA11/TGA3/JAZ2/AtPNC2/RIN4/NA/AtBG2/ATPLC/NSL1/BIK1/ATSZF2/ATERF11/NA/ATNPR3/AOC3/ABCG40/NA/ABA3/DGD2/ATERF13/PR-5/NA/CRK36/NA/AtRPK1/ATEDS1/ANK",53
"GO:0010118","GO:0010118","stomatal movement","35/3294","97/20876",8.22588774937495e-07,7.75610399008186e-06,5.58146382481685e-06,"AtCLO3/AHG3/ABI1/CaS/AKS1/ATGRP7/HAI1/ATPLDDELTA/ABI2/AT-EXP1/ATCIPK6/ATBCA4/iPGAM2/CIPK1/ELF3/AT-NHX1/ATCRY1/ZIFL1/ATCIPK14/ATNHX2/JK224/AT-SYR1/ABCC4/ATOST1/PLD/AtIQM1/AtMYB60/ATBG1/AIT1/AtSPP1/ATCBL2/FAB1B/OCP3/ABA3/AKT1",35
"GO:0043647","GO:0043647","inositol phosphate metabolic process","33/3294","89/20876",8.2448718417802e-07,7.75610399008186e-06,5.58146382481685e-06,"NA/NA/LNK4/ATNDI1/ATIPS1/LNK3/AtCCA1/NA/GBSS1/NA/NA/BBX25/NA/NA/AMT1;2/NDF2/ATSDX1/ATIPS2/AtITPK1/ATG5/NA/NIP6/NA/NA/NF-YA4/AtSLP1/5PTASE2/ATVPS34/NA/UP6/AtLHCB7/BBX18/SSL2",33
"GO:0000272","GO:0000272","polysaccharide catabolic process","22/3294","48/20876",8.74066970023353e-07,8.17356672563504e-06,5.88187923436767e-06,"GWD/AtBAM1/ATISA3/ATGWD3/DPE2/ATPTPKIS1/BE3/ATPGMP/ATSS4/AMY3/MEX1/AT-BETA-AMY/DPE1/PG2/LSF2/CBB1/ATLDA/ATBXL4/LSF1/ATXYL1/HAE/QRT2",22
"GO:0010583","GO:0010583","response to cyclopentenone","47/3294","148/20876",9.26061492971108e-07,8.60853612696812e-06,6.19489282747412e-06,"anac032/TCH4/IAA2/AGP17/ATGSTU4/FLA2/IAA16/UGT87A2/ATGSTU9/FLA18/ATCAD8/TUB8/NA/UGT74E2/NA/ATGSTU27/ATAUX2-11/ACT11/GH3.5/ATGSTU24/NA/Rap2.6L/ATEXPB3/NA/NA/ATGH9B1/NA/DFL1/ATMLO12/AHL23/NA/NA/PBP1/AtTic20-IV/NA/ANAC053/CYCD3/ATGSTF14/ABCC2/IAA29/NA/MIF1/ATGSTU25/NA/IAA14/LAX3/UGT1",47
"GO:0035304","GO:0035304","regulation of protein dephosphorylation","45/3294","140/20876",1.07685333553898e-06,9.93316527902296e-06,7.14812523680569e-06,"COR15/LHCB4.2/NA/PETE1/CP24/AtFBA1/PSAH-2/BBX14/NA/PSAN/ATMAPK3/PYR1/ATGLK2/PSBY/GAPA-2/AtTCP11/ATPGIP2/NA/LQY1/NA/BBX22/HCF107/PSAD-1/PSAD-2/ATSYP122/NA/AT-SYR1/AtPIF4/NIMIN-1/AIF1/TGA3/AtRLP33/PYL1/AtRLP19/ATCBL2/RHF1A/NA/RLK1/AtRLP32/ATPLC/ZFP8/SARD1/PR-5/ATEDS1/TCP5",45
"GO:0046189","GO:0046189","phenol-containing compound biosynthetic process","63/3294","221/20876",1.08120385914254e-06,9.93316527902296e-06,7.14812523680569e-06,"AZI1/RCA/EARLI1/ATMYBL2/ANS/ATMAPK3/DALL3/ATLFNR2/ATWRKY33/BETA/NA/ATPD/ATWRKY40/ACO4/NA/NA/BGLU26/NA/NA/ATSYP122/CYP71B15/AT-SYR1/LURP1/NA/AtIQM1/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/CYP71A13/SIB1/ARA8/ARCK1/TAT/ATWRKY53/TGA3/OBP2/AtTT8/NA/ATWRKY54/NA/ADL1E/AtBG2/NSL1/DMR6/NA/ATNPR3/AtHsp70-2/FACT/ABCG40/ATL2/SARD1/NA/NA/DGD2/PR-5/CRK36/NA/ATEDS1/AtTYDC/NA/ANK/NA",63
"GO:0044275","GO:0044275","cellular carbohydrate catabolic process","15/3294","26/20876",1.22638362327192e-06,1.12014457683732e-05,8.0608079032683e-06,"GWD/AtBAM1/ATISA3/ATGWD3/DPE2/ATPTPKIS1/AMY3/MEX1/AT-BETA-AMY/DPE1/LSF2/SDP6/GLI1/ATLDA/LSF1",15
"GO:0009825","GO:0009825","multidimensional cell growth","38/3294","111/20876",1.29005911479582e-06,1.17149298806025e-05,8.43032241734537e-06,"GASA1/GAMMA-TIP2/EXGT-A1/AT-EXP10/DRT112/NA/UMAMIT5/SKU5/ATEXP6/CER6/ATEXP16/ATEXP8/AXR2/AtAUX1/sks4/PG2/ATEXP3/ABCB19/ATEXP15/ATSK21/CBB1/CVP1/NA/ACT2/ACL5/ATGH9B1/NA/TUB1/AFB1/ATEXP18/LNG1/ATCBL10/ATEXP7/XET/BAM2/ATEXP14/ATEXP17/LAX3",38
"GO:0006865","GO:0006865","amino acid transport","70/3294","255/20876",1.29824220801178e-06,1.17214856826811e-05,8.4350401173905e-06,"NA/AAP1/AZI1/EARLI1/NA/ATCAD5/(AT)SRC2/NA/ATSTP13/NA/AHA2/NA/ATRNS1/AtAUX1/NA/NA/ATCAD8/NA/NA/NA/ATM4/NA/anac047/ATSYP122/ATPAP18/NA/NA/AtPME41/ATGDU3/AT-SYR1/ATCMPG1/NA/AAP4/AAP2/ABCG1/SDP6/NA/NA/NA/AIP2/NA/AtPUB22/RHA3B/NA/ATPROT3/NA/AtGABP/ATMLO12/NA/IOS1/NA/NA/ATPSK5/ABCC5/ATSGP2/NSL1/NA/BIK1/AAP6/NA/TBL17/NA/ANT1/AtGDU4/NA/NA/ATJRG21/LAX2/NA/LAX3",70
"GO:0035303","GO:0035303","regulation of dephosphorylation","45/3294","141/20876",1.34220556724101e-06,1.2049171120775e-05,8.67084979980058e-06,"COR15/LHCB4.2/NA/PETE1/CP24/AtFBA1/PSAH-2/BBX14/NA/PSAN/ATMAPK3/PYR1/ATGLK2/PSBY/GAPA-2/AtTCP11/ATPGIP2/NA/LQY1/NA/BBX22/HCF107/PSAD-1/PSAD-2/ATSYP122/NA/AT-SYR1/AtPIF4/NIMIN-1/AIF1/TGA3/AtRLP33/PYL1/AtRLP19/ATCBL2/RHF1A/NA/RLK1/AtRLP32/ATPLC/ZFP8/SARD1/PR-5/ATEDS1/TCP5",45
"GO:0009074","GO:0009074","aromatic amino acid family catabolic process","31/3294","83/20876",1.46559684455532e-06,1.30821172886159e-05,9.4141806881125e-06,"GASA1/AGP16/ERD6/PGDH/NA/APS1/UGT72E1/ATGSTU20/ATCB5-C/ATGRP-3/AtPLT6/BGLU26/NA/CYP71B7/CYP79B3/NA/UGT74B1/NA/AtFAH/AtIQM1/ATSOT17/NodGS/ATPME3/ATR4/PYL1/AKN2/AtHGO/IOS1/CYP74B2/AAS/NA",31
"GO:0016036","GO:0016036","cellular response to phosphate starvation","43/3294","133/20876",1.55423038187017e-06,1.37948922594239e-05,9.92710930793078e-06,"RD2/UBC32/ATACP5/NA/CAT2/NA/DALL3/NA/AtGDPD2/NF-YA7/ATCAT3/NA/NA/ATRNS1/HIPP22/CYP76C2/NA/NF-YA5/CAT1/HRS1/NA/NA/NA/ATPT1/AT4/ATIPS2/ATPHO1/AtPPsPase1/LPR1/ANAC013/NA/NA/MAN1/ATMYB2/NA/ATMSRB3/ATSPX4/ATIPS1/ATATG18H/NA/PDLZ2/DGD2/CRK36",43
"GO:0009741","GO:0009741","response to brassinosteroid","39/3294","116/20876",1.57699242633836e-06,1.3918287088638e-05,1.00159069537989e-05,"GASA1/EXO/MERI-5/TCH4/14-3-3KAPPA/MAKR6/DREB26/EDF4/BES1/NA/BRS1/ARL/SAUR63/AtPME41/NA/THE1/ATOFP15/ATSK21/TTL3/NA/AIF1/NA/BHLH136/NA/NA/IAA19/CYCD3/BAS1/NA/IAA18/UNE11/NA/MIF1/SAUR27/SUPER1/IAA14/SAUR7/YUC8/MAKR1",39
"GO:0005982","GO:0005982","starch metabolic process","65/3294","233/20876",1.67697282589491e-06,1.47180129021279e-05,1.05914073214415e-05,"ACD31.2/GWD/CaS/PY/ATPHS2/APL3/ATLOX2/AtFBA1/AtBAM1/ATISA3/ATGWD3/DPE2/ATPTPKIS1/CAT2/ATSUS3/BE3/PGM3/ATPGMP/CYP83A1/ATSS4/PHS1/AtFBA2/OEP6/AMY3/NA/ATPD/ATGSTU20/ATATP-PRT2/NA/MEX1/APL4/NA/PGM2/THI1/AT-BETA-AMY/DPE1/ATSFR2/NA/PG2/NA/LSF2/NA/NA/ATCBF3/FB/BAM2/AtBE2/CBB1/AtNUDT7/SIG4/APRR5/NA/AAE15/NA/NA/ATGSTF11/ATTPS5/ATLDA/NA/LSF1/ATXYL1/APL2/Cpn60beta4/NA/AtIDD14",65
"GO:0019374","GO:0019374","galactolipid metabolic process","35/3294","100/20876",1.86595737365737e-06,1.62856613000874e-05,1.17195217503393e-05,"RD2/UBC32/ATACP5/ASUS1/NA/ATSPS2F/ATSUS3/DALL3/ATSS4/NA/NF-YA7/GBSS1/NA/NA/HIPP22/CYP76C2/NA/NF-YA5/NA/ATSUS4/AT4/AtPPsPase1/ANAC013/NA/MAN1/NA/ATMSRB3/ATSPS4F/NA/ATATG18H/PLA/NA/PDLZ2/DGD2/CRK36",35
"GO:0009699","GO:0009699","phenylpropanoid biosynthetic process","44/3294","139/20876",2.23778742817856e-06,1.94230057992736e-05,1.39772241806559e-05,"NA/ACO2/ATGGH2/KCS2/NA/ATMYBL2/ATCAD5/ATCAD9/ECT8/ATCHS/AtCRL1/ANS/MAT4/NA/CPH/NA/NA/ATCAD4/ADT5/ATCAD8/ATCAD1/ATPAL1/GT72B1/NA/ASFT/ATPHO1/ATCAD7/PRX72/NA/NA/ABCG29/NA/ATMYB3/AtTT8/ATCCR2/NA/UCC2/BGLU46/4CL2/FACT/ATGPAT5/NA/FAR5/ATCAD6",44
"GO:0006066","GO:0006066","alcohol metabolic process","53/3294","180/20876",2.6178797020366e-06,2.25971923730742e-05,1.62614389819972e-05,"GABA-T/NA/RS5/NA/LNK4/ATNCED3/ATNDI1/ATIPS1/LNK3/AtGDPD2/AtCCA1/ATFD1/XERICO/NA/PES1/GBSS1/NA/NA/BBX25/NA/NA/AMT1;2/GDPDL3/NDF2/ATSDX1/CYP707A1/ATIPS2/PES2/AtITPK1/SDP6/GLI1/ATG5/ATBG1/NA/NIP6/NA/NA/NA/NF-YA4/AtSLP1/AAO3/AtGDPD1/5PTASE2/ATVPS34/CYP707A3/NA/UP6/AtLHCB7/AtGDPD6/CYP707A2/ABA3/BBX18/SSL2",53
